Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Task ID temp,Bin_Size of ontology ABox,Bin_Avg Min Explanation Size,strata,split
1hop-Thing_anne_lockey_1829-john-type-MC,Thing_anne_lockey_1829,43,4,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#john_lockey_1789> rdf:type ?class },type,"Man, Ancestor, DomainEntity, Person",0,0,0,1hop-Thing_anne_lockey_1829-john-type,6.0,,6.0_nan,train
1hop-Thing_annie_whitfield-harriet-hasChild-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,SELECT ?object WHERE { <harriet_ann_young_1825> <hasChild> ?object },hasChild,true,1,3,10,1hop-Thing_annie_whitfield-harriet-hasChild,6.0,15.0,6.0_15.0,train
1hop-Thing_annie_whitfield-harriet-hasRelation-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,SELECT ?object WHERE { <harriet_whitefield_1861> <hasRelation> ?object },hasRelation,true,20,20,1,1hop-Thing_annie_whitfield-harriet-hasRelation,6.0,307.0,6.0_307.0,train
1hop-Thing_annie_whitfield-harriet-hasRelation-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,SELECT ?object WHERE { <harriet_ann_young_1825> <hasRelation> ?object },hasRelation,true,1,2,6,1hop-Thing_annie_whitfield-harriet-hasRelation,6.0,15.0,6.0_15.0,train
1hop-Thing_annie_whitfield-harriet-hasRelation-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,SELECT ?object WHERE { <harriet_whitefield_1861> <hasRelation> ?object },hasRelation,true,1,4,10,1hop-Thing_annie_whitfield-harriet-hasRelation,6.0,15.0,6.0_15.0,train
1hop-Thing_annie_whitfield-harriet-hasChild-MC,Thing_annie_whitfield,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <harriet_ann_young_1825> <hasChild> ?object },hasChild,"harriet_ann_young_1825, james_whitfield_1821",0,0,0,1hop-Thing_annie_whitfield-harriet-hasChild,6.0,,6.0_nan,train
1hop-Thing_annie_whitfield-harriet-hasRelation-MC,Thing_annie_whitfield,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <harriet_whitefield_1861> <hasRelation> ?object },hasRelation,"harriet_whitefield_1861, james_whitfield_1848, annie_whitfield",0,0,0,1hop-Thing_annie_whitfield-harriet-hasRelation,6.0,,6.0_nan,train
1hop-Thing_annie_whitfield-harriet-hasRelation-MC,Thing_annie_whitfield,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <harriet_ann_young_1825> <hasRelation> ?object },hasRelation,"harriet_ann_young_1825, harriet_whitefield_1861, james_whitfield_1821, james_whitfield_1848",0,0,0,1hop-Thing_annie_whitfield-harriet-hasRelation,6.0,,6.0_nan,train
1hop-Thing_annie_whitfield-harriet-hasChild-MC,Thing_annie_whitfield,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,annie_whitfield,1,3,10,1hop-Thing_annie_whitfield-harriet-hasChild,6.0,15.0,6.0_15.0,train
1hop-Thing_annie_whitfield-harriet-hasRelation-MC,Thing_annie_whitfield,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,annie_whitfield,1,2,6,1hop-Thing_annie_whitfield-harriet-hasRelation,6.0,15.0,6.0_15.0,train
1hop-Thing_annie_whitfield-harriet-hasRelation-MC,Thing_annie_whitfield,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#harriet_whitefield_1861> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"harriet_ann_young_1825, james_whitfield_1821, annie_whitfield",0,0,0,1hop-Thing_annie_whitfield-harriet-hasRelation,6.0,,6.0_nan,train
1hop-Thing_ann_green_1806-ann-isBloodrelationOf-BIN,Thing_ann_green_1806,43,4,Property Assertion,Binary,SELECT ?object WHERE { <ann_green_1806> <isBloodrelationOf> ?object },isBloodrelationOf,true,1,3,10,1hop-Thing_ann_green_1806-ann-isBloodrelationOf,6.0,15.0,6.0_15.0,train
1hop-Thing_ann_green_1806-ann-isBloodrelationOf-MC,Thing_ann_green_1806,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <ann_green_1806> <isBloodrelationOf> ?object },isBloodrelationOf,"ann_green_1806, william_green_1813",0,0,0,1hop-Thing_ann_green_1806-ann-isBloodrelationOf,6.0,,6.0_nan,train
1hop-Thing_ann_green_1806-ann-isBloodrelationOf-MC,Thing_ann_green_1806,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <ann_green_1806> <isBloodrelationOf> ?object },isBloodrelationOf,"ann_green_1806, tamar_green_1810",0,0,0,1hop-Thing_ann_green_1806-ann-isBloodrelationOf,6.0,,6.0_nan,train
1hop-Thing_ann_green_1806-ann-isBloodrelationOf-MC,Thing_ann_green_1806,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ann_green_1806> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"tamar_green_1810, william_green_1813",0,0,0,1hop-Thing_ann_green_1806-ann-isBloodrelationOf,6.0,,6.0_nan,train
1hop-Thing_ann_hollinsworth_1808-mary-hasChild-BIN,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Binary,SELECT ?object WHERE { <mary_glover> <hasChild> ?object },hasChild,true,2,3,10,1hop-Thing_ann_hollinsworth_1808-mary-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf-BIN,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Binary,SELECT ?object WHERE { <james_hollinsworth_1804> <isBloodrelationOf> ?object },isBloodrelationOf,true,1,3,10,1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf,6.0,15.0,6.0_15.0,train
1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf-BIN,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Binary,SELECT ?object WHERE { <james_hollinsworth_1804> <isBloodrelationOf> ?object },isBloodrelationOf,true,2,5,10,1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf,6.0,30.0,6.0_30.0,train
1hop-Thing_ann_hollinsworth_1808-john-isParentOf-BIN,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Binary,SELECT ?object WHERE { <john_hollinsworth_1768> <isParentOf> ?object },isParentOf,true,1,3,10,1hop-Thing_ann_hollinsworth_1808-john-isParentOf,6.0,15.0,6.0_15.0,train
1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf-MC,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <james_hollinsworth_1804> <isBloodrelationOf> ?object },isBloodrelationOf,"james_hollinsworth_1804, ann_hollinsworth_1808",0,0,0,1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf,6.0,,6.0_nan,train
1hop-Thing_ann_hollinsworth_1808-john-isParentOf-MC,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <john_hollinsworth_1768> <isParentOf> ?object },isParentOf,"john_hollinsworth_1768, mary_glover",0,0,0,1hop-Thing_ann_hollinsworth_1808-john-isParentOf,6.0,,6.0_nan,train
1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf-MC,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <james_hollinsworth_1804> <isBloodrelationOf> ?object },isBloodrelationOf,"james_hollinsworth_1804, mary_hollingsworth_1801",0,0,0,1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf,6.0,,6.0_nan,train
1hop-Thing_ann_hollinsworth_1808-mary-hasChild-MC,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_glover> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,ann_hollinsworth_1808,2,3,10,1hop-Thing_ann_hollinsworth_1808-mary-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf-MC,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_hollinsworth_1804> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"ann_hollinsworth_1808, mary_hollingsworth_1801",0,0,0,1hop-Thing_ann_hollinsworth_1808-james-isBloodrelationOf,6.0,,6.0_nan,train
1hop-Thing_ann_hollinsworth_1808-john-isParentOf-MC,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_hollinsworth_1768> <http://www.example.com/genealogy.owl#isParentOf> ?object },isParentOf,ann_hollinsworth_1808,1,3,10,1hop-Thing_ann_hollinsworth_1808-john-isParentOf,6.0,15.0,6.0_15.0,train
1hop-Thing_ann_hollinsworth_1808-james-type-BIN,Thing_ann_hollinsworth_1808,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_hollinsworth_1804> rdf:type <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_ann_hollinsworth_1808-james-type,6.0,30.0,6.0_30.0,train
1hop-Thing_ann_hollinsworth_1808-james-type-BIN,Thing_ann_hollinsworth_1808,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_hollinsworth_1804> rdf:type <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,1hop-Thing_ann_hollinsworth_1808-james-type,6.0,30.0,6.0_30.0,train
1hop-Thing_ann_hollinsworth_1808-james-type-MC,Thing_ann_hollinsworth_1808,43,4,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#james_hollinsworth_1804> rdf:type ?class },type,"DomainEntity, Person",0,0,0,1hop-Thing_ann_hollinsworth_1808-james-type,6.0,,6.0_nan,train
1hop-Thing_ann_jacobs_1832-jane-type-BIN,Thing_ann_jacobs_1832,43,3,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_jacobs_1836> rdf:type <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_ann_jacobs_1832-jane-type,4.0,30.0,4.0_30.0,train
1hop-Thing_ann_jacobs_1832-jane-type-BIN,Thing_ann_jacobs_1832,43,3,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_jacobs_1836> rdf:type <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,1hop-Thing_ann_jacobs_1832-jane-type,4.0,30.0,4.0_30.0,train
1hop-Thing_ann_jacobs_1832-jane-type-BIN,Thing_ann_jacobs_1832,43,3,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_jacobs_1836> rdf:type <http://www.example.com/genealogy.owl#Woman> },type,true,2,2,3,1hop-Thing_ann_jacobs_1832-jane-type,4.0,30.0,4.0_30.0,train
1hop-Thing_ann_jacobs_1832-jane-type-MC,Thing_ann_jacobs_1832,43,3,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#jane_jacobs_1836> rdf:type ?class },type,"Woman, DomainEntity, Person",0,0,0,1hop-Thing_ann_jacobs_1832-jane-type,4.0,,4.0_nan,train
1hop-Thing_ann_james-frances-hasMother-BIN,Thing_ann_james,43,6,Property Assertion,Binary,SELECT ?object WHERE { <frances_elizabeth_ingelby_1816> <hasMother> ?object },hasMother,true,2,2,10,1hop-Thing_ann_james-frances-hasMother,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-george-hasParent-BIN,Thing_ann_james,43,6,Property Assertion,Binary,SELECT ?object WHERE { <george_ingelby_1814> <hasParent> ?object },hasParent,true,2,3,10,1hop-Thing_ann_james-george-hasParent,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-sarah-hasRelation-BIN,Thing_ann_james,43,6,Property Assertion,Binary,SELECT ?object WHERE { <sarah_ingelby_1821> <hasRelation> ?object },hasRelation,true,2,4,10,1hop-Thing_ann_james-sarah-hasRelation,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-george-isChildOf-BIN,Thing_ann_james,43,6,Property Assertion,Binary,SELECT ?object WHERE { <george_ingelby_1814> <isChildOf> ?object },isChildOf,true,2,3,10,1hop-Thing_ann_james-george-isChildOf,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-ann-isAncestorOf-BIN,Thing_ann_james,43,6,Property Assertion,Binary,SELECT ?object WHERE { <ann_james> <isAncestorOf> ?object },isAncestorOf,true,2,3,10,1hop-Thing_ann_james-ann-isAncestorOf,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-ann-isPartnerIn-BIN,Thing_ann_james,43,6,Property Assertion,Binary,SELECT ?object WHERE { <ann_james> <isPartnerIn> ?object },isPartnerIn,true,1,2,5,1hop-Thing_ann_james-ann-isPartnerIn,11.0,15.0,11.0_15.0,train
1hop-Thing_ann_james-sarah-hasRelation-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <sarah_ingelby_1821> <hasRelation> ?object },hasRelation,"sarah_ingelby_1821, george_ingelby_1814, james_ingelby_1811, frances_elizabeth_ingelby_1816",0,0,0,1hop-Thing_ann_james-sarah-hasRelation,11.0,,11.0_nan,train
1hop-Thing_ann_james-ann-isAncestorOf-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <ann_james> <isAncestorOf> ?object },isAncestorOf,ann_james,2,3,10,1hop-Thing_ann_james-ann-isAncestorOf,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-ann-isPartnerIn-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <ann_james> <isPartnerIn> ?object },isPartnerIn,ann_james,1,2,5,1hop-Thing_ann_james-ann-isPartnerIn,11.0,15.0,11.0_15.0,train
1hop-Thing_ann_james-george-hasParent-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#george_ingelby_1814> <http://www.example.com/genealogy.owl#hasParent> ?object },hasParent,ann_james,2,3,10,1hop-Thing_ann_james-george-hasParent,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-ann-isAncestorOf-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },isAncestorOf,"sarah_ingelby_1821, james_ingelby_1811, george_ingelby_1814, frances_elizabeth_ingelby_1816",0,0,0,1hop-Thing_ann_james-ann-isAncestorOf,11.0,,11.0_nan,train
1hop-Thing_ann_james-george-isChildOf-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#george_ingelby_1814> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,ann_james,2,3,10,1hop-Thing_ann_james-george-isChildOf,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-sarah-hasRelation-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#sarah_ingelby_1821> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"ann_james, james_ingelby_1811, george_ingelby_1814, frances_elizabeth_ingelby_1816",0,0,0,1hop-Thing_ann_james-sarah-hasRelation,11.0,,11.0_nan,train
1hop-Thing_ann_james-ann-isPartnerIn-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#isPartnerIn> ?object },isPartnerIn,"m129, m178",0,0,0,1hop-Thing_ann_james-ann-isPartnerIn,11.0,,11.0_nan,train
1hop-Thing_ann_james-frances-hasMother-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#frances_elizabeth_ingelby_1816> <http://www.example.com/genealogy.owl#hasMother> ?object },hasMother,ann_james,2,2,10,1hop-Thing_ann_james-frances-hasMother,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-m178-type-BIN,Thing_ann_james,43,6,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m178> rdf:type <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,5,1hop-Thing_ann_james-m178-type,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-ann-type-BIN,Thing_ann_james,43,6,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> rdf:type <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_ann_james-ann-type,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-james-type-BIN,Thing_ann_james,43,6,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_ingelby_1811> rdf:type <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_ann_james-james-type,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-m178-type-BIN,Thing_ann_james,43,6,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m178> rdf:type <http://www.example.com/genealogy.owl#Marriage> },type,true,2,2,5,1hop-Thing_ann_james-m178-type,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-james-type-BIN,Thing_ann_james,43,6,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_ingelby_1811> rdf:type <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,1hop-Thing_ann_james-james-type,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-ann-type-BIN,Thing_ann_james,43,6,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> rdf:type <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,1hop-Thing_ann_james-ann-type,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-ann-type-BIN,Thing_ann_james,43,6,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> rdf:type <http://www.example.com/genealogy.owl#Woman> },type,true,2,3,10,1hop-Thing_ann_james-ann-type,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-ann-type-BIN,Thing_ann_james,43,6,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> rdf:type <http://www.example.com/genealogy.owl#Ancestor> },type,true,2,2,10,1hop-Thing_ann_james-ann-type,11.0,30.0,11.0_30.0,train
1hop-Thing_ann_james-james-type-MC,Thing_ann_james,43,6,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#james_ingelby_1811> rdf:type ?class },type,"DomainEntity, Person",0,0,0,1hop-Thing_ann_james-james-type,11.0,,11.0_nan,train
1hop-Thing_ann_james-ann-type-MC,Thing_ann_james,43,6,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#ann_james> rdf:type ?class },type,"Woman, Ancestor, DomainEntity, Person",0,0,0,1hop-Thing_ann_james-ann-type,11.0,,11.0_nan,train
1hop-Thing_ann_james-m178-type-MC,Thing_ann_james,43,6,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#m178> rdf:type ?class },type,"DomainEntity, Marriage",0,0,0,1hop-Thing_ann_james-m178-type,11.0,,11.0_nan,train
1hop-Thing_ann_jessop_1833-amelia-isBloodrelationOf-BIN,Thing_ann_jessop_1833,43,11,Property Assertion,Binary,SELECT ?object WHERE { <amelia_jessop_1837> <isBloodrelationOf> ?object },isBloodrelationOf,true,2,3,10,1hop-Thing_ann_jessop_1833-amelia-isBloodrelationOf,22.0,30.0,22.0_30.0,train
1hop-Thing_ann_jessop_1833-amelia-isBloodrelationOf-MC,Thing_ann_jessop_1833,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"ellen_jessop_1844, mary_jessop_1840, emma_jessop_1839",0,0,0,1hop-Thing_ann_jessop_1833-amelia-isBloodrelationOf,22.0,,22.0_nan,train
1hop-Thing_ann_lodge_1763-mary-hasAncestor-BIN,Thing_ann_lodge_1763,43,3,Property Assertion,Binary,SELECT ?object WHERE { <mary_dickens_1802> <hasAncestor> ?object },hasAncestor,true,1,3,10,1hop-Thing_ann_lodge_1763-mary-hasAncestor,4.0,15.0,4.0_15.0,train
1hop-Thing_ann_lodge_1763-mary-hasAncestor-MC,Thing_ann_lodge_1763,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_dickens_1802> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,ann_lodge_1763,1,3,10,1hop-Thing_ann_lodge_1763-mary-hasAncestor,4.0,15.0,4.0_15.0,train
1hop-Thing_ann_norton_1799-harriet-hasMother-BIN,Thing_ann_norton_1799,43,8,Property Assertion,Binary,SELECT ?object WHERE { <harriet_ann_young_1825> <hasMother> ?object },hasMother,true,2,2,10,1hop-Thing_ann_norton_1799-harriet-hasMother,15.0,30.0,15.0_30.0,train
1hop-Thing_ann_norton_1799-samuel-hasParent-BIN,Thing_ann_norton_1799,43,8,Property Assertion,Binary,SELECT ?object WHERE { <samuel_young_1829> <hasParent> ?object },hasParent,true,2,3,10,1hop-Thing_ann_norton_1799-samuel-hasParent,15.0,30.0,15.0_30.0,train
1hop-Thing_ann_norton_1799-edward-hasRelation-BIN,Thing_ann_norton_1799,43,8,Property Assertion,Binary,SELECT ?object WHERE { <edward_young_1821> <hasRelation> ?object },hasRelation,true,2,4,10,1hop-Thing_ann_norton_1799-edward-hasRelation,15.0,30.0,15.0_30.0,train
1hop-Thing_ann_norton_1799-edward-hasRelation-BIN,Thing_ann_norton_1799,43,8,Property Assertion,Binary,SELECT ?object WHERE { <edward_young_1821> <hasRelation> ?object },hasRelation,true,4,4,10,1hop-Thing_ann_norton_1799-edward-hasRelation,15.0,61.0,15.0_61.0,train
1hop-Thing_ann_norton_1799-harriet-hasMother-MC,Thing_ann_norton_1799,43,8,Property Assertion,Multi Choice,SELECT ?object WHERE { <harriet_ann_young_1825> <hasMother> ?object },hasMother,"harriet_ann_young_1825, henry_young_1831, james_young_1836, edward_young_1821, samuel_young_1829, william_young_1823, john_young_1827",0,0,0,1hop-Thing_ann_norton_1799-harriet-hasMother,15.0,,15.0_nan,train
