Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Min Tag Length,Max Tag Length,Task ID temp,Bin_Size of ontology ABox,Bin_Min Tag Length,strata,split
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_tacey_1806> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_tacey_1834> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> },isAncestorOf,TRUE,3,3,1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf,25.0,1.0,25.0_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_henry_steward_1874> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#catherine_steward_1863> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ada_steward_1871> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_thomas_tacey_1806-thomas_tacey_1806-isFatherOf-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#thomas_tacey_1806> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },isFatherOf,TRUE,1,3,1hop-family-tree_thomas_tacey_1806-thomas_tacey_1806-isFatherOf,25.0,,25.0_nan,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#catherine_steward_1863> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_tacey_1834> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#thomas_henry_steward_1874> },isAncestorOf,TRUE,3,3,1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf,25.0,1.0,25.0_1.0,train
1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_tacey_1834> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> },isAncestorOf,TRUE,3,3,1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf,25.0,1.0,25.0_1.0,train
1hop-family-tree_arthur_steward_1861-arthur_steward_1861-hasAncestor-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#arthur_steward_1861> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_steward_1830> },hasAncestor,TRUE,3,3,1hop-family-tree_arthur_steward_1861-arthur_steward_1861-hasAncestor,25.0,1.0,25.0_1.0,train
1hop-family-tree_arthur_steward_1861-arthur_steward_1861-hasAncestor-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#arthur_steward_1861> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },hasAncestor,TRUE,3,4,1hop-family-tree_arthur_steward_1861-arthur_steward_1861-hasAncestor,25.0,1.0,25.0_1.0,train
1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_tacey_1834> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> },isAncestorOf,TRUE,3,3,1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf,25.0,1.0,25.0_1.0,train
1hop-family-tree_m108-m108-hasPartner-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#m108> <http://www.example.com/genealogy.owl#hasPartner> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },hasPartner,TRUE,3,3,1hop-family-tree_m108-m108-hasPartner,25.0,1.0,25.0_1.0,train
1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_tacey_1834> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#betsy_ann_steward_1865> },isAncestorOf,TRUE,3,3,1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf,25.0,1.0,25.0_1.0,train
1hop-family-tree_george_steward_1856-george_steward_1856-rdf:type-BIN,family-tree,173,29,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1856> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Man> },rdf:type,TRUE,2,6,1hop-family-tree_george_steward_1856-george_steward_1856-rdf:type,25.0,0.0,25.0_0.0,train
1hop-family-tree_george_steward_1856-george_steward_1856-rdf:type-MC,family-tree,173,29,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#george_steward_1856> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Man; Person,2,6,1hop-family-tree_george_steward_1856-george_steward_1856-rdf:type,25.0,0.0,25.0_0.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_tacey_1834> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#arthur_steward_1861> },isAncestorOf,TRUE,3,3,1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf,25.0,1.0,25.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#fred_steward_1869> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#minnie_maud_steward_1909> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_steward_1856> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_tacey_1834> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#fred_steward_1869> },isAncestorOf,TRUE,3,3,1hop-family-tree_susannah_tacey_1834-susannah_tacey_1834-isAncestorOf,25.0,1.0,25.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#laura_steward_1859> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ada_steward_1871> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_steward_1830> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,25.0,1.0,25.0_1.0,train
1hop-family-tree_mary_hollingsworth_1801-mary_hollingsworth_1801-isParentOf-BIN,family-tree,173,29,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_hollingsworth_1801> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },isParentOf,TRUE,3,3,1hop-family-tree_mary_hollingsworth_1801-mary_hollingsworth_1801-isParentOf,25.0,1.0,25.0_1.0,train
1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf-BIN,family-tree,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alan_john_dowse_1936> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#maureen_dowse_1939> },isSiblingOf,TRUE,3,4,1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf-MC,family-tree,173,9,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#alan_john_dowse_1936> <http://www.example.com/genealogy.owl#isSiblingOf> ?x },isSiblingOf,alan_john_dowse_1936; june_dowse_1941; martin_dowse_1944; maureen_dowse_1939,3,4,1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf-BIN,family-tree,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ethel_archer_1912> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#june_dowse_1941> },isParentOf,TRUE,3,3,1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf-MC,family-tree,173,9,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ethel_archer_1912> <http://www.example.com/genealogy.owl#isParentOf> ?x },isParentOf,alan_john_dowse_1936; june_dowse_1941; martin_dowse_1944; maureen_dowse_1939,3,3,1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf-BIN,family-tree,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ethel_archer_1912> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#maureen_dowse_1939> },isParentOf,TRUE,3,3,1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf-BIN,family-tree,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ethel_archer_1912> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#martin_dowse_1944> },isParentOf,TRUE,3,3,1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf-BIN,family-tree,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alan_john_dowse_1936> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#martin_dowse_1944> },isSiblingOf,TRUE,3,4,1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf-BIN,family-tree,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alan_john_dowse_1936> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#alan_john_dowse_1936> },isSiblingOf,TRUE,3,4,1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf-BIN,family-tree,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ethel_archer_1912> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#alan_john_dowse_1936> },isParentOf,TRUE,3,3,1hop-family-tree_ethel_archer_1912-ethel_archer_1912-isParentOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf-BIN,family-tree,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alan_john_dowse_1936> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#june_dowse_1941> },isSiblingOf,TRUE,3,4,1hop-family-tree_alan_john_dowse_1936-alan_john_dowse_1936-isSiblingOf,5.0,1.0,5.0_1.0,train
1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_archer_1885> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#paul_archer_1950> },hasRelation,TRUE,3,3,1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation-MC,family-tree,173,24,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_archer_1885> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,alec_john_archer_1927; anne_archer_1964; clare_archer_1957; daisy_harriet_heath_1889; david_bright_1934; ethel_archer_1912; florelle_nenuphar_heath_1880; harriet_whitefield_1861; helen_archer_1955; iris_ellen_archer_1906; james_alexander_archer_1882; john_archer_1835; john_bright_1930; joyce_archer_1921; lily_archer_1880; mary_archer_1885; norman_james_archer_1909; paul_archer_1950; peter_william_bright_1941; sarah_lockey_1848; violet_heath_1887; william_lock_jacobs_1861,3,3,1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#joyce_archer_1921> },hasRelation,TRUE,3,3,1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation-MC,family-tree,173,24,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,alec_john_archer_1927; anne_archer_1964; clare_archer_1957; daisy_harriet_heath_1889; david_bright_1934; ethel_archer_1912; florelle_nenuphar_heath_1880; harriet_whitefield_1861; helen_archer_1955; iris_ellen_archer_1906; james_alexander_archer_1882; john_archer_1835; john_bright_1930; joyce_archer_1921; lily_archer_1880; mary_archer_1885; norman_james_archer_1909; paul_archer_1950; peter_william_bright_1941; sarah_lockey_1848; violet_heath_1887; william_lock_jacobs_1861,3,3,1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation,20.0,1.0,20.0_1.0,train
