Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Language,Question,gpt-4o-mini_response,deepseek-reasoner_response,llama-4-maverick_response,shortest_tag_complexity,longest_tag_complexity,deepseek-reasoner_response_precision,deepseek-reasoner_response_recall,deepseek-reasoner_response_f1,deepseek-reasoner_response_accuracy,deepseek-reasoner_response_missing,deepseek-reasoner_response_extra,deepseek-reasoner_response_correct,gpt-4o-mini_response_precision,gpt-4o-mini_response_recall,gpt-4o-mini_response_f1,gpt-4o-mini_response_accuracy,gpt-4o-mini_response_missing,gpt-4o-mini_response_extra,gpt-4o-mini_response_correct,llama-4-maverick_response_precision,llama-4-maverick_response_recall,llama-4-maverick_response_f1,llama-4-maverick_response_accuracy,llama-4-maverick_response_missing,llama-4-maverick_response_extra,llama-4-maverick_response_correct
1hop-Thing_amanda_usher_1968-patricia-isParentOf-MC,Thing_amanda_usher_1968,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#isParentOf> ?object },isParentOf,amanda_usher_1968,2,2,10,English,Who are the children of Patricia Ann Kingswood?,"amanda_usher_1968, andrew_usher_1965","amanda_usher_1968, andrew_usher_1965","amanda_usher_1968, Person, Woman",1,3,0.5,1.0,0.6666666666666666,0.5,,andrew_usher_1965,amanda_usher_1968,0.5,1.0,0.6666666666666666,0.5,,andrew_usher_1965,amanda_usher_1968,0.3333333333333333,1.0,0.5,0.3333333333333333,,"person, woman",amanda_usher_1968
1hop-Thing_amelia_jessop_1837-edward-hasChild-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#edward_jessop_1802> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#amelia_jessop_1837> },hasChild,true,2,3,10,English,Does Edward Jessop have a child named Amelia Jessop?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#john_jessop_1834> },isBloodrelationOf,true,2,4,10,English,Is Amelia Jessop a blood relative of John Jessop?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#ann_jessop_1833> },isBloodrelationOf,true,2,3,10,English,Is Amelia Jessop a blood relative of Ann Jessop?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_jessop_1836> },isBloodrelationOf,true,2,4,10,English,Is Amelia Jessop a blood relative of James Jessop?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#charles_jessop_1831> },isBloodrelationOf,true,2,4,10,English,Is Amelia Jessop a blood relative of Charles Jessop?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-MC,Thing_amelia_jessop_1837,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"john_jessop_1834, charles_jessop_1831, ann_jessop_1833, james_jessop_1836",2,4,10,English,Which individuals are blood relatives of Amelia Jessop?,"ann_jessop_1833, charles_jessop_1831, edward_jessop_1802, james_jessop_1836, john_jessop_1834, sarah_dickens_1801","edward_jessop_1802, sarah_dickens_1801, ann_jessop_1833, charles_jessop_1831, james_jessop_1836, john_jessop_1834","ann_jessop_1833, charles_jessop_1831, edward_jessop_1802, james_jessop_1836, john_jessop_1834, sarah_dickens_1801",2,4,0.6666666666666666,1.0,0.8,0.6666666666666666,,"edward_jessop_1802, sarah_dickens_1801","james_jessop_1836, ann_jessop_1833, john_jessop_1834, charles_jessop_1831",0.6666666666666666,1.0,0.8,0.6666666666666666,,"edward_jessop_1802, sarah_dickens_1801","james_jessop_1836, ann_jessop_1833, john_jessop_1834, charles_jessop_1831",0.6666666666666666,1.0,0.8,0.6666666666666666,,"edward_jessop_1802, sarah_dickens_1801","james_jessop_1836, ann_jessop_1833, john_jessop_1834, charles_jessop_1831"
1hop-Thing_amelia_jessop_1837-edward-hasChild-MC,Thing_amelia_jessop_1837,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#edward_jessop_1802> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,amelia_jessop_1837,2,3,10,English,Which children are associated with Edward Jessop?,amelia_jessop_1837,amelia_jessop_1837,"amelia_jessop_1837, Person, Woman",1,3,1.0,1.0,1.0,1.0,,,amelia_jessop_1837,1.0,1.0,1.0,1.0,,,amelia_jessop_1837,0.3333333333333333,1.0,0.5,0.3333333333333333,,"person, woman",amelia_jessop_1837
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-BIN,Thing_anne_lockey_1829,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_lockey_1789> },hasRelation,true,20,20,1,English,Is there a relationship between Elizabeth Rivers and John Lockey?,TRUE,FALSE,TRUE,4,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-BIN,Thing_anne_lockey_1829,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#anne_lockey_1829> },hasRelation,true,1,2,6,English,Is there a relationship between Elizabeth Rivers and Anne Lockey?,TRUE,TRUE,TRUE,3,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-BIN,Thing_anne_lockey_1829,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_lockey_1810> },hasRelation,true,20,20,1,English,Is there a relationship between Elizabeth Rivers and Sarah Lockey?,TRUE,TRUE,TRUE,4,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-BIN,Thing_anne_lockey_1829,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_lockey_1818> },hasRelation,true,20,20,1,English,Is there a relationship between Elizabeth Rivers and Mary Lockey?,TRUE,TRUE,TRUE,4,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-MC,Thing_anne_lockey_1829,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"anne_lockey_1829, john_lockey_1789, sarah_lockey_1810, mary_lockey_1818",15,16,2,English,Which individuals are related to Elizabeth Rivers?,"elizabeth_rivers_1787, anne_lockey_1829, john_lockey_1789, mary_lockey_1818, sarah_lockey_1810",anne_lockey_1829,"elizabeth_rivers_1787, anne_lockey_1829",4,4,1.0,0.25,0.4,0.25,"john_lockey_1789, sarah_lockey_1810, mary_lockey_1818",,anne_lockey_1829,0.8,1.0,0.888888888888889,0.8,,elizabeth_rivers_1787,"john_lockey_1789, sarah_lockey_1810, anne_lockey_1829, mary_lockey_1818",0.5,0.25,0.3333333333333333,0.2,"john_lockey_1789, sarah_lockey_1810, mary_lockey_1818",elizabeth_rivers_1787,anne_lockey_1829
1hop-Thing_anne_lockey_1829-mary-type-BIN,Thing_anne_lockey_1829,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_lockey_1818> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,English,Is Mary Lockey a person?,TRUE,FALSE,TRUE,7,7,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_anne_lockey_1829-mary-type-BIN,Thing_anne_lockey_1829,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_lockey_1818> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,English,Is Mary Lockey a domain entity?,FALSE,FALSE,TRUE,7,7,0.0,0.0,0.0,0.0,true,false,,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true
1hop-Thing_annie_whitfield-harriet-hasRelation-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_whitefield_1861> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#annie_whitfield> },hasRelation,true,1,4,10,English,Is Harriet Whitefield related to Annie Whitfield?,TRUE,TRUE,TRUE,2,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_annie_whitfield-annie-hasAncestor-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#annie_whitfield> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_whitfield_1821> },hasAncestor,true,2,3,10,English,Does Annie Whitfield have James Whitfield as an ancestor?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_annie_whitfield-harriet-hasRelation-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#annie_whitfield> },hasRelation,true,1,2,6,English,Is there a relationship between Harriet Ann Young and Annie Whitfield?,TRUE,TRUE,TRUE,3,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_annie_whitfield-annie-hasAncestor-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#annie_whitfield> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#harriet_ann_young_1825> },hasAncestor,true,1,3,10,English,Does Annie Whitfield have Harriet Ann Young as an ancestor?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_annie_whitfield-annie-hasAncestor-MC,Thing_annie_whitfield,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#annie_whitfield> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"james_whitfield_1821, harriet_ann_young_1825",2,3,10,English,Which of the following individuals is an ancestor of Annie Whitfield?,"harriet_ann_young_1825, james_whitfield_1821","harriet_ann_young_1825, james_whitfield_1821","james_whitfield_1821, harriet_ann_young_1825, Ancestor",1,3,1.0,1.0,1.0,1.0,,,"james_whitfield_1821, harriet_ann_young_1825",1.0,1.0,1.0,1.0,,,"james_whitfield_1821, harriet_ann_young_1825",0.6666666666666666,1.0,0.8,0.6666666666666666,,ancestor,"james_whitfield_1821, harriet_ann_young_1825"
1hop-Thing_ann_green_1806-william-isSiblingOf-BIN,Thing_ann_green_1806,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_green_1813> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#ann_green_1806> },isSiblingOf,true,1,3,10,English,Are William Green and Ann Green siblings?,TRUE,FALSE,TRUE,4,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_green_1806-william-isSiblingOf-BIN,Thing_ann_green_1806,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_green_1813> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#tamar_green_1810> },isSiblingOf,true,2,4,10,English,Are William Green and Tamar Green siblings?,TRUE,FALSE,TRUE,2,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_green_1806-william-isSiblingOf-MC,Thing_ann_green_1806,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_green_1813> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"ann_green_1806, tamar_green_1810",2,4,10,English,Which individuals are siblings of William Green?,"tamar_green_1810, william_green_1813","ann_green_1806, tamar_green_1810","ann_green_1806, william green 1813",2,4,1.0,1.0,1.0,1.0,,,"ann_green_1806, tamar_green_1810",0.5,0.5,0.5,0.3333333333333333,ann_green_1806,william_green_1813,tamar_green_1810,0.5,0.5,0.5,0.3333333333333333,tamar_green_1810,williamgreen1813,ann_green_1806
1hop-Thing_ann_hollinsworth_1808-john-hasChild-BIN,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_hollinsworth_1768> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#ann_hollinsworth_1808> },hasChild,true,1,3,10,English,Does John Hollinsworth have a child named Ann Hollinsworth?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_hollinsworth_1808-john-hasChild-MC,Thing_ann_hollinsworth_1808,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_hollinsworth_1768> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,ann_hollinsworth_1808,1,3,10,English,Which children are associated with John Hollinsworth?,ann_hollinsworth_1808,ann_hollinsworth_1808,ann_hollinsworth_1808,1,3,1.0,1.0,1.0,1.0,,,ann_hollinsworth_1808,1.0,1.0,1.0,1.0,,,ann_hollinsworth_1808,1.0,1.0,1.0,1.0,,,ann_hollinsworth_1808
1hop-Thing_ann_jacobs_1832-ann-isSiblingOf-BIN,Thing_ann_jacobs_1832,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ann_jacobs_1832> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#jane_jacobs_1836> },isSiblingOf,true,1,3,10,English,Are Ann Jacobs and Jane Jacobs siblings?,TRUE,TRUE,FALSE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,false,
1hop-Thing_ann_jacobs_1832-ann-isSiblingOf-BIN,Thing_ann_jacobs_1832,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ann_jacobs_1832> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#frank_jacobs_1846> },isSiblingOf,true,1,3,10,English,Are Ann Jacobs and Frank Jacobs siblings?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_jacobs_1832-ann-isSiblingOf-BIN,Thing_ann_jacobs_1832,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ann_jacobs_1832> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#lucy_jacobs_1844> },isSiblingOf,true,1,3,10,English,Are Ann Jacobs and Lucy Jacobs siblings?,TRUE,FALSE,TRUE,2,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_jacobs_1832-ann-isSisterOf-BIN,Thing_ann_jacobs_1832,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ann_jacobs_1832> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#frank_jacobs_1846> },isSisterOf,true,1,1,1,English,Is Ann Jacobs the sister of Frank Jacobs?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_jacobs_1832-ann-isSiblingOf-MC,Thing_ann_jacobs_1832,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ann_jacobs_1832> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"frank_jacobs_1846, lucy_jacobs_1844, jane_jacobs_1836",1,3,10,English,Which individuals are siblings of Ann Jacobs?,"frank_jacobs_1846, jane_jacobs_1836, lucy_jacobs_1844","frank_jacobs_1846, jane_jacobs_1836, lucy_jacobs_1844","jane_jacobs_1836, lucy_jacobs_1844, frank_jacobs_1846",2,4,1.0,1.0,1.0,1.0,,,"jane_jacobs_1836, frank_jacobs_1846, lucy_jacobs_1844",1.0,1.0,1.0,1.0,,,"jane_jacobs_1836, frank_jacobs_1846, lucy_jacobs_1844",1.0,1.0,1.0,1.0,,,"jane_jacobs_1836, frank_jacobs_1846, lucy_jacobs_1844"
1hop-Thing_ann_jacobs_1832-ann-isSisterOf-MC,Thing_ann_jacobs_1832,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ann_jacobs_1832> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,frank_jacobs_1846,1,1,1,English,Who is the sibling of Ann Jacobs?,"frank_jacobs_1846, jane_jacobs_1836, lucy_jacobs_1844","frank_jacobs_1846, jane_jacobs_1836, lucy_jacobs_1844","jane_jacobs_1836, lucy_jacobs_1844, frank_jacobs_1846",0,0,0.3333333333333333,1.0,0.5,0.3333333333333333,,"jane_jacobs_1836, lucy_jacobs_1844",frank_jacobs_1846,0.3333333333333333,1.0,0.5,0.3333333333333333,,"jane_jacobs_1836, lucy_jacobs_1844",frank_jacobs_1846,0.3333333333333333,1.0,0.5,0.3333333333333333,,"jane_jacobs_1836, lucy_jacobs_1844",frank_jacobs_1846
1hop-Thing_ann_james-frances-hasMother-BIN,Thing_ann_james,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frances_elizabeth_ingelby_1816> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ann_james> },hasMother,true,2,2,10,English,Does Frances Elizabeth Ingelby have Ann James as her mother?,TRUE,TRUE,TRUE,1,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_james-james-hasParent-BIN,Thing_ann_james,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_ingelby_1811> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#ann_james> },hasParent,true,2,3,10,English,Does James Ingelby have Ann James as a parent?,TRUE,TRUE,TRUE,1,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_james-james-hasParent-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_ingelby_1811> <http://www.example.com/genealogy.owl#hasParent> ?object },hasParent,ann_james,2,3,10,English,Who is the parent of James Ingelby?,ann_james_1790,ann_james_1790,ann_james_1790,1,2,0.0,0.0,0.0,0.0,ann_james,ann_james_1790,,0.0,0.0,0.0,0.0,ann_james,ann_james_1790,,0.0,0.0,0.0,0.0,ann_james,ann_james_1790,
1hop-Thing_ann_james-frances-hasMother-MC,Thing_ann_james,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#frances_elizabeth_ingelby_1816> <http://www.example.com/genealogy.owl#hasMother> ?object },hasMother,ann_james,2,2,10,English,Who is the mother of Frances Elizabeth Ingelby?,ann_james_1790,ann_james_1790,ann_james_1790,1,2,0.0,0.0,0.0,0.0,ann_james,ann_james_1790,,0.0,0.0,0.0,0.0,ann_james,ann_james_1790,,0.0,0.0,0.0,0.0,ann_james,ann_james_1790,
1hop-Thing_ann_jessop_1833-john-hasSister-BIN,Thing_ann_jessop_1833,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_jessop_1834> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#ann_jessop_1833> },hasSister,true,1,1,1,English,Does John Jessop have a sister named Ann Jessop?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_jessop_1833-mary-isSiblingOf-BIN,Thing_ann_jessop_1833,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_jessop_1840> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#ellen_jessop_1844> },isSiblingOf,true,2,3,10,English,Are Mary Jessop and Ellen Jessop siblings?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_jessop_1833-mary-isSiblingOf-BIN,Thing_ann_jessop_1833,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_jessop_1840> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#john_jessop_1834> },isSiblingOf,true,2,4,10,English,Are Mary Jessop and John Jessop siblings?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_jessop_1833-mary-isSiblingOf-BIN,Thing_ann_jessop_1833,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_jessop_1840> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#ann_jessop_1833> },isSiblingOf,true,2,3,10,English,Are Mary Jessop and Ann Jessop siblings?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_ann_jessop_1833-mary-isSiblingOf-BIN,Thing_ann_jessop_1833,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_jessop_1840> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#emma_jessop_1839> },isSiblingOf,true,2,3,10,English,Are Mary Jessop and Emma Jessop siblings?,TRUE,FALSE,TRUE,2,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
