Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Task ID temp,Bin_Size of ontology ABox,Bin_Avg Min Explanation Size,strata,split,Language,Question
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },hasRelation,true,2,4,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Reginald Tacey Steward and Susannah Tacey?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#richard_henry_steward_1897> },hasRelation,true,3,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,26.0,31.0_26.0,train,English,Is there a relationship between Ada Steward and Richard Henry Steward?
1hop-Thing_ada_steward_1871-eleanor-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },hasRelation,true,2,6,10,1hop-Thing_ada_steward_1871-eleanor-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Eleanor Harsley and John Tacey Steward?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_steward_1856> },hasRelation,true,4,4,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,35.0,31.0_35.0,train,English,Is Reginald Tacey Steward related to George Steward?
1hop-Thing_ada_steward_1871-eleanor-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> },hasRelation,true,2,7,10,1hop-Thing_ada_steward_1871-eleanor-hasRelation,31.0,17.0,31.0_17.0,train,English,Do Eleanor Harsley and Violet Sylvia Steward have a relationship?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#fred_steward_1869> },hasRelation,true,2,7,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Ada Steward and Fred Steward?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#arthur_steward_1861> },hasRelation,true,4,4,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,35.0,31.0_35.0,train,English,Is Reginald Tacey Steward related to Arthur Steward?
1hop-Thing_ada_steward_1871-eleanor-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_tacey_1806> },hasRelation,true,4,4,10,1hop-Thing_ada_steward_1871-eleanor-hasRelation,31.0,35.0,31.0_35.0,train,English,Is there a relationship between Eleanor Harsley and Thomas Tacey?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_steward_1802> },hasRelation,true,2,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Ada Steward and John Steward?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#laura_steward_1859> },hasRelation,true,4,4,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,35.0,31.0_35.0,train,English,Is Reginald Tacey Steward related to Laura Steward?
1hop-Thing_ada_steward_1871-eleanor-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_henry_steward_1874> },hasRelation,true,2,6,10,1hop-Thing_ada_steward_1871-eleanor-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Eleanor Harsley and Thomas Henry Steward?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_hollingsworth_1801> },hasRelation,true,2,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Ada Steward and Mary Hollingsworth?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },hasRelation,true,2,5,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Reginald Tacey Steward and Eleanor Harsley?
1hop-Thing_ada_steward_1871-eleanor-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elma_ellen_story_1893> },hasRelation,true,2,7,10,1hop-Thing_ada_steward_1871-eleanor-hasRelation,31.0,17.0,31.0_17.0,train,English,Do Eleanor Harsley and Elma Ellen Story have a relationship?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> },hasRelation,true,3,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,26.0,31.0_26.0,train,English,Is there a relationship between Ada Steward and Reginald Tacey Steward?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_tacey_1831> },hasRelation,true,4,4,3,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,35.0,31.0_35.0,train,English,Is Reginald Tacey Steward related to George Tacey?
1hop-Thing_ada_steward_1871-eleanor-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> },hasRelation,true,2,6,10,1hop-Thing_ada_steward_1871-eleanor-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Eleanor Harsley and Mary Ellen Steward?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harsley_steward_1839> },hasRelation,true,4,4,3,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,35.0,31.0_35.0,train,English,Is Reginald Tacey Steward related to Harsley Steward?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },hasRelation,true,1,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,8.0,31.0_8.0,train,English,Is there a relationship between Ada Steward and Susannah Tacey?
1hop-Thing_ada_steward_1871-eleanor-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#matthew_tacey_1837> },hasRelation,true,0,0,0,1hop-Thing_ada_steward_1871-eleanor-hasRelation,31.0,,31.0_nan,train,English,Is there a relationship between Eleanor Harsley and Matthew Tacey?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ada_steward_1871> },hasRelation,true,4,4,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,35.0,31.0_35.0,train,English,Is Reginald Tacey Steward related to Ada Steward?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_steward_1856> },hasRelation,true,2,7,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Ada Steward and George Steward?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },hasRelation,true,1,4,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,8.0,31.0_8.0,train,English,Is there a relationship between Reginald Tacey Steward and John Tacey Steward?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#arthur_steward_1861> },hasRelation,true,2,7,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Ada Steward and Arthur Steward?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> },hasRelation,true,2,7,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Reginald Tacey Steward and Violet Sylvia Steward?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#laura_steward_1859> },hasRelation,true,2,7,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Ada Steward and Laura Steward?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_tacey_1806> },hasRelation,true,2,5,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,17.0,31.0_17.0,train,English,Is Reginald Tacey Steward related to Thomas Tacey?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },hasRelation,true,2,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Ada Steward and Eleanor Harsley?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_henry_steward_1874> },hasRelation,true,4,4,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,35.0,31.0_35.0,train,English,Is there a relationship between Reginald Tacey Steward and Thomas Henry Steward?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elma_ellen_story_1893> },hasRelation,true,3,4,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,26.0,31.0_26.0,train,English,Is there a relationship between Reginald Tacey Steward and Elma Ellen Story?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_tacey_1831> },hasRelation,true,4,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,35.0,31.0_35.0,train,English,Is there a relationship between Ada Steward and George Tacey?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> },hasRelation,true,4,4,10,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,35.0,31.0_35.0,train,English,Is there a relationship between Reginald Tacey Steward and Mary Ellen Steward?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harsley_steward_1839> },hasRelation,true,4,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,35.0,31.0_35.0,train,English,Is there a relationship between Ada Steward and Harsley Steward?
1hop-Thing_ada_steward_1871-thomas-hasChild-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#thomas_tacey_1806> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },hasChild,true,1,2,10,1hop-Thing_ada_steward_1871-thomas-hasChild,31.0,8.0,31.0_8.0,train,English,Does Thomas Tacey have a child named Susannah Tacey?
1hop-Thing_ada_steward_1871-reginald-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#matthew_tacey_1837> },hasRelation,true,4,4,3,1hop-Thing_ada_steward_1871-reginald-hasRelation,31.0,35.0,31.0_35.0,train,English,Is Reginald Tacey Steward related to Matthew Tacey?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },hasRelation,true,1,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,8.0,31.0_8.0,train,English,Is there a relationship between Ada Steward and John Tacey Steward?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> },hasRelation,true,3,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,26.0,31.0_26.0,train,English,Is there a relationship between Ada Steward and Violet Sylvia Steward?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_tacey_1806> },hasRelation,true,2,4,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Ada Steward and Thomas Tacey?
1hop-Thing_ada_steward_1871-ada-hasRelation-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_henry_steward_1874> },hasRelation,true,2,7,10,1hop-Thing_ada_steward_1871-ada-hasRelation,31.0,17.0,31.0_17.0,train,English,Is there a relationship between Ada Steward and Thomas Henry Steward?
1hop-Thing_ada_steward_1871-violet-isSiblingOf-BIN,Thing_ada_steward_1871,43,56,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#minnie_maud_steward_1909> },isSiblingOf,true,2,4,10,1hop-Thing_ada_steward_1871-violet-isSiblingOf,31.0,17.0,31.0_17.0,train,English,Are Violet Sylvia Steward and Minnie Maud Steward siblings?
