SPARQL_index,SPARQL_query,generated_question,language,answer_type,task_type,model,model_version,python_version,timestamp_request,response_time_sec,response_preview,success,temperature,max_tokens,top_p,presence_penalty,frequency_penalty
59,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#richard_henry_steward_1897> },Is there a relationship between Ada Steward and Richard Henry Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:36.407711,0.897,Is there a relationship between Ada Steward and Richard Henry Steward?,True,0.0,4096,1.0,0.0,0.0
60,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },Is there a relationship between Eleanor Harsley and John Tacey Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:36.965283,0.457,Is there a relationship between Eleanor Harsley and John Tacey Steward?,True,0.0,4096,1.0,0.0,0.0
61,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_steward_1856> },Is Reginald Tacey Steward related to George Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:37.705494,0.639,Is Reginald Tacey Steward related to George Steward?,True,0.0,4096,1.0,0.0,0.0
62,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> },Do Eleanor Harsley and Violet Sylvia Steward have a relationship?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:38.421962,0.615,Do Eleanor Harsley and Violet Sylvia Steward have a relationship?,True,0.0,4096,1.0,0.0,0.0
63,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#fred_steward_1869> },Is there a relationship between Ada Steward and Fred Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:39.168152,0.644,Is there a relationship between Ada Steward and Fred Steward?,True,0.0,4096,1.0,0.0,0.0
64,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#arthur_steward_1861> },Is Reginald Tacey Steward related to Arthur Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:39.831146,0.562,Is Reginald Tacey Steward related to Arthur Steward?,True,0.0,4096,1.0,0.0,0.0
65,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_tacey_1806> },Is there a relationship between Eleanor Harsley and Thomas Tacey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:40.554366,0.622,Is there a relationship between Eleanor Harsley and Thomas Tacey?,True,0.0,4096,1.0,0.0,0.0
66,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_steward_1802> },Is there a relationship between Ada Steward and John Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:41.681435,1.025,Is there a relationship between Ada Steward and John Steward?,True,0.0,4096,1.0,0.0,0.0
67,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#laura_steward_1859> },Is Reginald Tacey Steward related to Laura Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:42.331936,0.549,Is Reginald Tacey Steward related to Laura Steward?,True,0.0,4096,1.0,0.0,0.0
68,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_henry_steward_1874> },Is there a relationship between Eleanor Harsley and Thomas Henry Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:43.056324,0.622,Is there a relationship between Eleanor Harsley and Thomas Henry Steward?,True,0.0,4096,1.0,0.0,0.0
69,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_hollingsworth_1801> },Is there a relationship between Ada Steward and Mary Hollingsworth?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:43.901606,0.744,Is there a relationship between Ada Steward and Mary Hollingsworth?,True,0.0,4096,1.0,0.0,0.0
70,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },Is there a relationship between Reginald Tacey Steward and Eleanor Harsley?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:44.748596,0.746,Is there a relationship between Reginald Tacey Steward and Eleanor Harsley?,True,0.0,4096,1.0,0.0,0.0
71,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elma_ellen_story_1893> },Do Eleanor Harsley and Elma Ellen Story have a relationship?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:45.534163,0.684,Do Eleanor Harsley and Elma Ellen Story have a relationship?,True,0.0,4096,1.0,0.0,0.0
72,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> },Is there a relationship between Ada Steward and Reginald Tacey Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:46.258573,0.622,Is there a relationship between Ada Steward and Reginald Tacey Steward?,True,0.0,4096,1.0,0.0,0.0
73,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_tacey_1831> },Is Reginald Tacey Steward related to George Tacey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:46.912233,0.553,Is Reginald Tacey Steward related to George Tacey?,True,0.0,4096,1.0,0.0,0.0
74,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> },Is there a relationship between Eleanor Harsley and Mary Ellen Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:47.684957,0.672,Is there a relationship between Eleanor Harsley and Mary Ellen Steward?,True,0.0,4096,1.0,0.0,0.0
75,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harsley_steward_1839> },Is Reginald Tacey Steward related to Harsley Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:53.246797,5.461,Is Reginald Tacey Steward related to Harsley Steward?,True,0.0,4096,1.0,0.0,0.0
76,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },Is there a relationship between Ada Steward and Susannah Tacey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:54.055641,0.706,Is there a relationship between Ada Steward and Susannah Tacey?,True,0.0,4096,1.0,0.0,0.0
77,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#matthew_tacey_1837> },Is there a relationship between Eleanor Harsley and Matthew Tacey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:55.125177,0.968,Is there a relationship between Eleanor Harsley and Matthew Tacey?,True,0.0,4096,1.0,0.0,0.0
78,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ada_steward_1871> },Is Reginald Tacey Steward related to Ada Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:55.784518,0.559,Is Reginald Tacey Steward related to Ada Steward?,True,0.0,4096,1.0,0.0,0.0
79,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_steward_1856> },Is there a relationship between Ada Steward and George Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:56.296390,0.41,Is there a relationship between Ada Steward and George Steward?,True,0.0,4096,1.0,0.0,0.0
80,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },Is there a relationship between Reginald Tacey Steward and John Tacey Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:57.078403,0.68,Is there a relationship between Reginald Tacey Steward and John Tacey Steward?,True,0.0,4096,1.0,0.0,0.0
81,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#arthur_steward_1861> },Is there a relationship between Ada Steward and Arthur Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:57.631018,0.451,Is there a relationship between Ada Steward and Arthur Steward?,True,0.0,4096,1.0,0.0,0.0
82,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> },Is there a relationship between Reginald Tacey Steward and Violet Sylvia Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:58.731070,0.998,Is there a relationship between Reginald Tacey Steward and Violet Sylvia Steward?,True,0.0,4096,1.0,0.0,0.0
83,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#laura_steward_1859> },Is there a relationship between Ada Steward and Laura Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:57:59.818892,0.986,Is there a relationship between Ada Steward and Laura Steward?,True,0.0,4096,1.0,0.0,0.0
84,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_tacey_1806> },Is Reginald Tacey Steward related to Thomas Tacey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:00.588497,0.669,Is Reginald Tacey Steward related to Thomas Tacey?,True,0.0,4096,1.0,0.0,0.0
85,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },Is there a relationship between Ada Steward and Eleanor Harsley?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:01.451756,0.763,Is there a relationship between Ada Steward and Eleanor Harsley?,True,0.0,4096,1.0,0.0,0.0
86,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_henry_steward_1874> },Is there a relationship between Reginald Tacey Steward and Thomas Henry Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:02.294450,0.741,Is there a relationship between Reginald Tacey Steward and Thomas Henry Steward?,True,0.0,4096,1.0,0.0,0.0
87,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elma_ellen_story_1893> },Is there a relationship between Reginald Tacey Steward and Elma Ellen Story?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:03.011094,0.615,Is there a relationship between Reginald Tacey Steward and Elma Ellen Story?,True,0.0,4096,1.0,0.0,0.0
88,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_tacey_1831> },Is there a relationship between Ada Steward and George Tacey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:04.059191,0.947,Is there a relationship between Ada Steward and George Tacey?,True,0.0,4096,1.0,0.0,0.0
89,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> },Is there a relationship between Reginald Tacey Steward and Mary Ellen Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:04.907806,0.746,Is there a relationship between Reginald Tacey Steward and Mary Ellen Steward?,True,0.0,4096,1.0,0.0,0.0
90,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harsley_steward_1839> },Is there a relationship between Ada Steward and Harsley Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:05.637851,0.629,Is there a relationship between Ada Steward and Harsley Steward?,True,0.0,4096,1.0,0.0,0.0
91,ASK WHERE { <http://www.example.com/genealogy.owl#thomas_tacey_1806> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },Does Thomas Tacey have a child named Susannah Tacey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:06.261094,0.521,Does Thomas Tacey have a child named Susannah Tacey?,True,0.0,4096,1.0,0.0,0.0
92,ASK WHERE { <http://www.example.com/genealogy.owl#reginald_tacey_steward_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#matthew_tacey_1837> },Is Reginald Tacey Steward related to Matthew Tacey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:06.939338,0.578,Is Reginald Tacey Steward related to Matthew Tacey?,True,0.0,4096,1.0,0.0,0.0
93,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },Is there a relationship between Ada Steward and John Tacey Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:07.977527,0.937,Is there a relationship between Ada Steward and John Tacey Steward?,True,0.0,4096,1.0,0.0,0.0
94,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> },Is there a relationship between Ada Steward and Violet Sylvia Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:11.038423,2.96,Is there a relationship between Ada Steward and Violet Sylvia Steward?,True,0.0,4096,1.0,0.0,0.0
95,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_tacey_1806> },Is there a relationship between Ada Steward and Thomas Tacey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:13.532236,2.392,Is there a relationship between Ada Steward and Thomas Tacey?,True,0.0,4096,1.0,0.0,0.0
96,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_henry_steward_1874> },Is there a relationship between Ada Steward and Thomas Henry Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T15:58:14.128525,0.495,Is there a relationship between Ada Steward and Thomas Henry Steward?,True,0.0,4096,1.0,0.0,0.0
